Id,Start time,Completion time,Location,Job Title,Industry,JupyterNotebookLevel,Expectations
500,2/14/2024 11:15,2/14/2024 11:16,United States,Cloud Solutions Architect,Technology,Beginner,Beginner - Get started with Jupyter notebooks.
501,2/14/2024 11:15,2/14/2024 11:16,United States,Security Researcher,Education,Advanced,New ways to use them.
502,2/14/2024 11:55,2/14/2024 11:56,Ireland,Security Operations Engineer,Technology,Advanced,
503,2/14/2024 11:57,2/14/2024 11:58,United States,Security Researcher,Technology,Intermediate,
504,2/14/2024 12:06,2/14/2024 12:13,Brazil,Malware Analyst,Technology,Intermediate,"Learn more about and learn new ways to use it, since I use it in my job."
505,2/14/2024 12:23,2/14/2024 12:25,United States,Security Risk,Technology,Intermediate,
506,2/14/2024 12:33,2/14/2024 12:35,United States ,Cloud Threat Detection Manager,Technology,Beginner,How notebooks can be used for detection engineering and security operations. 
507,2/14/2024 12:53,2/14/2024 12:55,India,Data Scientist,Finance,Advanced,
508,2/14/2024 12:51,2/14/2024 12:59,United States,"Co-Founder, CEO",Technology,Beginner,Application of Jupyter notebook in cybersecurity.
509,2/14/2024 12:59,2/14/2024 13:00,United States,Data Scientist,Technology,Advanced,
510,2/14/2024 13:02,2/14/2024 13:04,Canada,Cybersecurity | Data Scientist | Threat Hunter | Detection Engineer | Developer,Technology,Advanced,Curious to see the use cases...
511,2/14/2024 14:06,2/14/2024 14:09,Canada,Student,Student,Intermediate,
512,2/14/2024 14:14,2/14/2024 14:28,United States,Senior Security Engineer ,Technology,Intermediate,
513,2/14/2024 15:00,2/14/2024 15:02,India,Analyst,Technology,Beginner,
514,2/14/2024 15:14,2/14/2024 15:15,Belgium,sysadmin,Healthcare,Beginner,
515,2/14/2024 15:23,2/14/2024 15:24,United States,Malware Reverse Engineer,Technology,Beginner,
516,2/14/2024 16:11,2/14/2024 16:11,Colombia,Senior Data Scientist,Technology,Advanced,
517,2/14/2024 16:20,2/14/2024 16:23,United States,Threat Hunter,Technology,Advanced,"Excited to learn what my ""cousins"" Roberto and Jose have been up to these days. Hopefully some new analytic models with pandas and notebooks? "
518,2/14/2024 16:54,2/14/2024 16:55,United States,Red Team,Finance,Beginner,
519,2/14/2024 9:25,2/14/2024 17:09,United States,Analyst,Technology,Intermediate,how to visualize elements and how to incorporate chatgpt
520,2/14/2024 17:16,2/14/2024 17:17,Colombia,Administrador de seguridad,Technology,Beginner,
521,2/14/2024 17:15,2/14/2024 17:19,United States,Software engineer ,Technology,Beginner,learn about AI
522,2/14/2024 17:39,2/14/2024 17:42,Indonesia ,Security Engineer ,Technology,Beginner,Learn about threat hunting using jupyter
523,2/14/2024 18:00,2/14/2024 18:01,United States,Manager,Consulting,Intermediate,Re-familiarize myself with notebooks and latest library updates.
524,2/14/2024 18:15,2/14/2024 18:35,United States,@Datta_Boy,Technology,Advanced,"tips and tricks from infoSec professionals, have really loved the last 2 years sessions!! thank you!"
525,2/14/2024 19:46,2/14/2024 19:47,Dominican Republic,CISO,Finance,Intermediate,
526,2/14/2024 19:48,2/14/2024 19:51,Japan,Security Researcher,Consulting,Intermediate,
527,2/14/2024 20:24,2/14/2024 20:25,United States,Senior Solutions Engineer,Technology,Intermediate,
528,2/14/2024 20:40,2/14/2024 20:46,Colombia,Infosec engineer,Healthcare,Intermediate,Analyze more in deep bad threats actors
529,2/14/2024 20:52,2/14/2024 21:02,Colombia ,Security consultant,Consulting,Beginner,
530,2/14/2024 21:05,2/14/2024 21:06,United States,Cyber,Healthcare,Beginner,
531,2/14/2024 21:08,2/14/2024 21:09,United States,Security Engineer,Finance,Beginner,How to get started
532,2/14/2024 21:29,2/14/2024 21:30,United States,CloudSec Solutions Engineer,Technology,Expert,
533,2/14/2024 21:35,2/14/2024 21:35,United States,Manager,Consulting,Intermediate,
534,2/14/2024 18:41,2/14/2024 22:30,Japan,Security Engineer,Finance,Beginner,How Jupyter can help in cybersecurity operation
535,2/14/2024 22:50,2/14/2024 22:53,Malaysia,Network Engineer,Technology,Intermediate,
536,2/14/2024 22:58,2/14/2024 23:01,United States,Senior Security Engineer,Technology,Beginner,
537,2/14/2024 23:00,2/14/2024 23:01,Malaysia,Network Engineer,Consulting,Intermediate,
538,2/14/2024 23:02,2/14/2024 23:03,Lithuania,Student,Technology,Beginner,
539,2/14/2024 23:01,2/14/2024 23:05,malaysia,IT operator,Consulting,Beginner,expect to be more expert level
540,2/14/2024 23:03,2/14/2024 23:05,United States,"Senior Manager, Security Research",Technology,Intermediate,
541,2/14/2024 23:12,2/14/2024 23:15,India,security researcher,Technology,Intermediate,how to integrate them for enterprise use case
542,2/14/2024 23:55,2/14/2024 23:56,Canada,security researcher,Technology,Intermediate,Interested in how notebooks are interacting with LLMs. 
543,2/15/2024 0:49,2/15/2024 0:50,United States,Analyst,Technology,Beginner,
544,2/15/2024 4:57,2/15/2024 4:59,FRANCE,Cyber Threat Intelligence Analyst,Technology,Beginner,security and automation
545,2/15/2024 6:24,2/15/2024 6:25,United Kingdom,SOC analyst,Technology,Beginner,
546,2/15/2024 6:33,2/15/2024 6:33,United Kingdom,Security Researcher,Technology,Intermediate,
547,2/15/2024 6:33,2/15/2024 6:35,Colombia ,System analyst ,Technology,Intermediate,
548,2/15/2024 7:17,2/15/2024 7:17,United States,analyst,Finance,Beginner,
549,2/15/2024 7:21,2/15/2024 7:22,Spain,Security SOC Analyst,Technology,Beginner,
550,2/15/2024 8:00,2/15/2024 8:02,United States,Security Engineer,Technology,Intermediate,
551,2/15/2024 8:11,2/15/2024 8:12,United Kingdom,Lead Security Analyst,Technology,Intermediate,
552,2/15/2024 8:24,2/15/2024 8:25,Spain,Senior Security Engineer,Technology,Beginner,
553,2/15/2024 8:26,2/15/2024 8:27,Denmark,Security Analyst,Consulting,Intermediate,Twitter
554,2/15/2024 8:26,2/15/2024 8:28,Ireland,threat hunter,Healthcare,Intermediate,
555,2/15/2024 8:30,2/15/2024 8:30,Canada,Security,Education,Beginner,
556,2/15/2024 9:19,2/15/2024 9:20,United States,Engineer,Technology,Intermediate,How security researchers are using notebooks to detect anomalies
557,2/15/2024 9:47,2/15/2024 9:48,United States,Security Engineer,Education,Intermediate,
558,2/15/2024 9:47,2/15/2024 9:49,United States,Consultant,Consulting,Beginner,Better technique 
559,2/15/2024 9:52,2/15/2024 9:54,Canada,security,Education,Beginner,
560,2/15/2024 10:02,2/15/2024 10:03,Indonesia,Security analyst,Consulting,Beginner,
561,2/15/2024 10:13,2/15/2024 10:13,United States,Principal Security Researcher,Technology,Expert,What everyone else is up to!
562,2/15/2024 10:20,2/15/2024 10:21,United States,Professor,Education,Advanced,
563,2/15/2024 10:24,2/15/2024 10:28,Canada,Freelancer,Technology,Beginner,"improve my day-to-day workflow, wether it's for pentest methodology, pentest reports and casual note keeping."
564,2/15/2024 10:39,2/15/2024 10:39,Norway,ueo,Finance,Advanced,oue
565,2/15/2024 11:15,2/15/2024 11:18,United States,analyst,Technology,Beginner,
566,2/15/2024 11:22,2/15/2024 11:22,United States,Lead Security Analyst,Technology,Beginner,
567,2/15/2024 11:26,2/15/2024 11:28,Romania,IR Consultant,Technology,Beginner,More about Notebooks efficiency for DFIR
568,2/15/2024 11:55,2/15/2024 11:57,United States,Cyber ,Healthcare,Beginner,
569,2/15/2024 11:30,2/15/2024 12:13,United States,Director of IT,Technology,Intermediate,anything new is helpful.
570,2/15/2024 12:44,2/15/2024 12:45,Canada,Security Admin,Consulting,Intermediate,
571,2/15/2024 13:09,2/15/2024 13:13,malaysia,it operator,Consulting,Beginner,want to be expert
